text_slangwords,polarity
promo gak jelas beda beda tiap akun selain itu sering dibatalkan oleh sistem padahal co sesuai prosedur setelah dibatlkan sistem voucher hangus bukan nya balik lagi pengiriman juga lama banget semarang sragen bisa hari baru sampai gratis ongkos kirim seminggu cuma x membatasi pembeli jadi co x doang seminggu,negatif
aplikasi nya bagus banyak promo nya juga tapi saat di jalankan masih sering macet ngelag dan kadang saat tulisan nya bisa bayar ditempat tapi saat ingin dibeli jadi tidak bisa bayar ditempat dan juga terkadang halaman produknya kepotong dan ada juga produk yang tidak dapat ditampilkan jadi itu saja ulasan dari saya,negatif
setelah bertahun tahun pakai aplikasi ini baru sekarang ada masalah barang hilang di kurir proses pengembalian dana masih tertahan di pihak tokopedia dari pihak asuransi sudah selesai di proses tokopedia care juga tidak membantu sampai kapan dananya mau tertahan selalu bilang di maksimalkan di optimalkan,negatif
akhir ini saya hampir selalu kecewa dengan kurir jasa kirim yang bekerjasama dg tokopedia tolong lebih ditertibkan lagi salah alamat kirim sampai saya harus turun sendiri ke kantor jasa kirim ada juga bareng pesanan yang isinya hp android dilempar begitu saja ke teras ketika saya tegur kurirnya via wa dengan entengnya hanya minta maaf dan beralasan banyak kiriman jadi tidak pernah baca apa isi paketnya apa gunanya mencantumkan no telpon kalau kurir nya gk nelp dulu sblm salah kirim atau main lempar,negatif
tolong pihak tokopedia agar lebih memudahkan pembeli saat bertransaksi jika saldo paylater kurang mohon sisa pembayarannya bisa pakai metode pembayaran lain dulu bisa sekarang sudah di hapus,netral
setelah di update kenapa fitur search nya jadi ngaco parah yang dicari gak muncul semua bahkan yang ga ada relasinya sama keyword muncul banyak tlg perbaiki makin ga nyaman pakai tokopedia kalau begini,negatif
saat membuka iklan barang dan melihat foto foto berpindah sendiri saat dilihat sangat mengganggu sekali dan saat foto di zoom tidak bisa digerakkan ke area yang ingin dilihat,negatif
saya pesan susu sgm tanggal maret pembayaran melalui indomaretsetelah nunggu lama hampir minggu ternyata barang tidak datangakhirnya pengajuan komplain setelah komplain dapat kabar ternyata barang dinyatakan hilangsaya mengajukan refund tapi sampai sekarang belum dapat refundpdhl pihak asuransi menyetujui klaim asuransi tapi yang saya heran kenapa bahkan pihak penjual sudah dapat pengembalian dana sedangkan saya selaku pihak pembeli tidak mendapatkan refund sampai sekarang,negatif
sayang sungguh sayang applikasi nya bagus tapi tidak bisa pembeli dijadikan raja kurir gratis tapi gak bisa milih expedisi yang kita mau jadinya lama sampeknya kadang hilang paketnya harus review kebijakan kubu app sebelah bisa bebas milih kurir atau kurir paket intern tokopedia kayak app tetangga sebelah,positif
semua nya sudah oketapi sayang ada yang sangat kurang okemasalah pada pengiriman akan lebih baik di kembalikan seperti dulu hilang kan kurir rekomendasi ini yang membuat kurang baik pengiriman lebih lamamaka nya lebih baik pindah ke toko oren,negatif
sekarang tanggal saya memberikan bintang dikarenakan kurir rekomendasinya tidak sesuai dengan tanggal estimasi pengiriman saya sudah hubungi pihak tokopedia care ini pasti jawabannya akan diperpanjang masa pengiriman sebelumnya saya bayar tokopedia plus dikarenakan mungkin sudah diperbaiki kinerjanya tapi saya salah ternyata tidak ada proses perbaikan saya sangat kecewa,negatif
untuk tokopedia menurut saya sepemakaian saya sangat lama pengirimannya kadang dikemas bisa hari belum nanyi diproses hari belum nanti diinput ekspedisi dan baru dikirim beda dengan aplikasi sebelah terkadang hari sudah sampai paketnya,negatif
hallo tokopedia yang terhormat kalau boleh aku kasih saran tolong lebih bijak lagi dalam memilihkan jasa kirim untuk kurir rekomendasi nya mohon bedakan jenis barang yang perlu dikirim itu seperti apa kalau misal obat obatan iya pilihkan jasa kirim tercepat hari sampai karena biasanya obat obatan itu urgent atau butuh segera di pakai kalau misal barang yang perlu dikirim tidak terlalu mendesak seperti pakaian contohnya itu baru bisa memakai jasa kirim normal hari,negatif
so far seneng belanja di tokopedia tapi untuk pencarian produk dengan filter bayar ditempat tidak berfungsi dengan baik meski sudah di klik bayar ditempat tapi yang muncul produk yang tidak support bayar ditempat minta tolong di benerin lagi program nya biar akurat,negatif
per tanggal mei bintang saya rubah ke pengalaman pertama menggunakan tokopedia now sangat buruk pesanan sampai h belum dateng padahal mesennya sebelum jam dan sudah di pick up jam an kalau barang kering sih tidak apa-apa molor juga lha ini buah lho masa sampai berhari hari kalau belum bisa amanah ga perlu menjanjikan jam sampai,negatif
ribet kali cuman ganti no hp yang sudah tidak aktif jadi males pakai nya juga permudah lah ganti no hp nya sudah ngikuti persaratan masih harus nunggu dan bukan sekali atau dua kali sudah hampir kali gitu gitu terus ga berubah berubah aneh apk,negatif
memberikan promo tapi transaksi dibatalkan otomatis oleh sistem karena kesamaan identitas dengan yang lain bagaimana kalau meminta isi gopay dengan teman atau sodara dan mereka menggunakan tokopedia juga jelas akun beda dan pada gopay juga bisa di cek ktp yang digunakan itu beda tapi selalu balasan tokped melanggar ketentuan beda sama akun sebelah,negatif
dari segi aplikasi oke promo oke cuma untuk kurir rekomendasi tolong iya id express dikeluarkan dari kurir rekomendasi karena penanganannya lambat banget tolong iya masalah ekspedisi bisa mengurangi nama baik tokped sendiri,negatif
ayolah tokopedia bisa lebih pilih dalam kerja sama dengan ekspedisi jangan kerja sama dengan ekspedisi yang punya rating rendah dan lama dalam mengantarkan barang kami sebagai pembeli kecewa hanya karena barang yang ingin dipakai belum datang dan datang nya bahkan melewati masa pakai itu misal beli pakaian untuk lebaran dateng nya bahkan setelah lebaran apakah itu tidak membuang uang nama nya,negatif
tolong gausah kerjasama kurir id express karena pengiriman selalu terlambat bahkan barangnya ada yang tidak nyampe tujuan kalau nyampe tujuan biasanya udh rusak kalau kaya gini terus lebih baik bli lewat shoppe lebih worth it padahal dulu pengirimanya selalu cepat banget kalau pakai kurir lainnya cuma gara² id express saya mikir dua kali kalau mau pakai tokped,negatif
akhir² inisemakin kurang bisa dipercayakhusus pihak penjualkebanyakan prankpas dichat barang ready tapi setelah pembayaran bilang barang kosonguntuk kurirnyadalam pelacakan sudah sampaitp tidak di antar ke tujuan sampai berhari² topedbenahi mitra andaagar kedepannya lebih baiklangganan tidak pada kabur,negatif
dari segi pengirimannya kurang cepat min kurang sat set sekarang tuh sudah jamanya sat set jadi sarannya kalau bisa dari segi pengiriman di update biar lebih cepat,negatif
sejak beberapa waktu lalu update di bagian foto produk saat kita zook foto produk jadi kurang nyaman lebih enak waktu dulu belum update zoom foto sekarang susah digeser geser juga susah juga tiba tiba lompat sendiri ke foto berikut nya,negatif
bagus selalu dipakai unt beli barang online dulu selalu lancar makanya bintang sekarang kok hampir selalu server error kalau klik ke keranjang perlu diulang beberapa kali baru bisa masuk ke keranjang apa developernya kabur apa konsumen pindah marketplace saja,positif
pelayanann yang tidak bagus di saat saya mau cansel barang tidak bisa di cansel dan reseller maksa barang ttep di kirim ongkos kirim melebihi yang di aplikasi sampai rb dan saya chat cs tokped tidak ada solusi sama sekali bahkan suruh baca ketentuan yang sebenrnya tidak ada uang di ketentuannya jujur sya pelanggan setia tokped cuma krna saya kecewa saya lebih baik beralun ke shoope atau lazada lebih bagus customer service tidak slow respon dan slalu ada solusi ga kaya aplikasi ini kaya sampah kecewa,negatif
pencarian sekarang tidak berfungsi sesuai keinginansudah di klik sesuai kriteria barang yang akan di cari tapi hasil pencarian masih saja memunculkan smua barang yang tidak di cari jadi nyebelin,negatif
tokopedia sekaran payah metode pembayaran susah bayar ditempat bisa di katakan tidak tersedia bahkan yang sdh pernah di order bayar ditempat kemudian mau di order lagi bahkan nggk bisa bayar ditempat lagi harus lewat transfer jujur saya suka belanja di tokopedia tapi sekarang sdh nggk lagi karena nggk ada bayar ditempat tlg bayar ditempat nya di sedia kan,positif
kenapa setiap belanja dikenakan asuransi padahal tidak ceklis asuransi itu namanya perampasan karena tidak ada kesepakatan jangan gitu lah cara cari untung lebih kami sangat terbantu dengan adanya aplikasi toped tapi kok lama tiba setiap belanja apapun dikenakan asuransin tanpa harus ceklis asuransi terlebih dulu,positif
rekomendasi kurir tokopedia bermasalah barang ketahan lama bahkan estimasi waktu pengirimannya diubah seenak jidat gak sekali dua kali kejadian lewat estimasi saja solusinya tetep lama ini ditambah diubah estimasi pengiriman,negatif
lama² bangkrut deh kalau rekomendasi ekspedisinya seperti gini asli sudah gak bisa milih kurir sendiiri bahkan kurir rekomendasi dari tokped pesen lensa budget hampir jt kirim pakai id express bahkan dipindahkan ke sapx sudah g up to date barang hari lebih gak sampai juga sampi masuk fitur komplain pun juga gak up to date mungkin ini terakhir kali saya pakai aplikasi ini bye,negatif
kolom diskusi jadi hilang ini bug ga pernah dibenerin diupdate terus bahkan jadi ada bugnya botnya cust service juga mengecewakan pilihan laporan custom tidak ada jawabannya template semua payah,negatif
seller bermasalah tapi pihak tokopedia tidak menyelesaikan masalah dalam komplain chat lewat tokopedia cs pun g ada beda bahkan saya dighosting ngomongnya sudah menghubungi nomor saya tapi tidak ada respon bagaimana mau respon telpon bunyi selang detik bahkan mati teleponnya dicek nomor tersebut pun sama diangkat teleponnya bahkan mati sendiri,negatif
tolong donk buat tokopedia buat yang dagang pesanan baru di proses hari baru di kirim ke kurir dari kurir masih lama bisa seminggu lebih barang baru sampai padahal masih di posisi tangerang selatan se pembeli dan penjual beda sama toko sebelah respon cepat,negatif
ini kenapa sih toped pilih kasih sekalidiakun suamiku banyak sekali promonya giliran akunku gk ada promo sama sekali eh pas giliran sekali dapat promo diskon langsung dibatalin sistem dianggap curangmanipulasi data pdhal promonya juga cuman potongan rebu kalau begitu caranya lebih baik kasih saja sk promo hanya berlaku untuk satu akun per kakak sekalian kasih syarat yang mau install ini apk suruh setor kartu keluarga dan ktp,negatif
jadi konyol sekarang fitur pencarian sekarang lebih banyak menampilkan produk yang tidak ada hubungannya dengan apa yang kita tuliscari fitur filter juga tidak banyak membantu sangat mengecewakan,negatif
aplikasii tergajelas yang saya punya dikit dikit dibatalkan sistem lah salahnya dimana gak dikasih alasan yang jelas lah wong keluarga di satu rumah isi nya ada dan masing masing punya aplikasi sendiri masa ga bisa beli dengan alamat yang sama aneh banget kalau memang gak niat memberikan event atau vocher lainnya lebih baik gausah deh kata saya kebiasaan ngikutin apk sebelah tapi sistemnya gak di benahin secara terstruktur,negatif
sekarang aplikasi lebih baik tampilan lebih fresh koneksi makin stabil sip edit update yang skrg auto lanjut foto produk sangat mengganggu lebih baik saya menggeser manual,negatif
aplikasi ga jelas giliran dapat diskon banyak bahkan di batalkan oleh sistem ini bukan pertama dan kedua kalinya yaa kalau memang gamau adakan diskon besar besaran iya ga perlu di munculkan di voucher tahu taunya bahkan di batalkan sistem ga jelas,negatif
nyesel banget belanja di tokopedia barang ga nyampe proses pengembalian dananya sampai berbulanbulan dari awal bulan mei sampai sekarang dana saya belum dikembaliinsaya kecewa banget masih lebih baik toko orange barang ga nyampe cuma butuh waktu seminggu sejak pengajuan klaim dana sudah dikembaliin harus hatihati belanja di tokopedia,negatif
kalau tidak niat kasih promo gausah sokan kasih promo beli token rb dapat promo jadi bayar rb setelah pembayaran sukses bahkan gagal dan dana di refound ke saldo tokopedia rb rugi rb dong si cs auto pindah ke marketplace sebelah,negatif
saya menyesal pakai aplikasi ewalet ini sudah tinggal bayar bahkan dibatalkan otomatis alasannya karena penipuan padahal namanya pembeli mencari promo dan harga yang lebih murah sudah gitu pas refund bahkan tidak seperti biaya transfer sudah rugi kena biaya admin sumpah ini aplikasi yang ribet sk nya,negatif
saya seneng belanja di tokopedia makin lama tapi pusat resolusinya makin kacau barang saya sudah mau minggu belum dikirim oleh seller dengan alasan ekspedisi tidak ada yang pickup masa harus nunggu sampai minggu harusnya pihak tokped kasi batas waktu pengiriman dong atau otomatis di cancel ordernya ini orderan saya hampir rb nyangkut belum dikirim dan tidak dicanlcel order juga padahal saya sudah i fokan dibagalkan saja ini pusat resolusi kenapa makin menurun si pelayanannya,negatif
dipikir kembali menggunakan aplikasi ini dalam belanja online supaya tidak seperti saya beli barang juga pakai asuransi langsung bayar dicek bahkan tertulis saya menolak paket ditugaskan kembali kurir tapi lebih hari juga barang tidak datang sangat disayangkan mempekerjakan kurir tidak profesional tidak ada itukad baik menghubungi dan yang pasti sangat merugikan pembeli,negatif
satunyasatunya marketplace yang pernah menberikan pengalaman yang terburuk dan sangat mengecewakan setiap cek out sudah ditanyakan kesediaan barang dan selalu dijawab ready dan setiap saat pula semua gagal terkirim alasannyaternyata kosong salah input resi barang hilang dsb entah apa untungnya bagi penjual dengan berbohong dan ngeprank pembeli seperti itu,negatif
pertama kali pakai tokopedia ternyata rumit beli pengguna baru diskonpromo beli bahkan di batalkan sistem uang sudah di bayar ternyata pengembalian ribet juga beda sama apk biru orange langsung masuk gak seberapa buat sebagian orang ke tapi buat makan sekeluarga berhari hari itu hihi,negatif
